Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
2014,Sochi,Ice Hockey,Ice Hockey,Lyndsey Fry,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Amanda Kessel,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Hilary Knight,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Jocelyne Lamoureux,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Monique Lamoureux,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Gigi Marvin,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Brianne Mclaughlin,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Michelle Picard,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Josephine Pucci,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Molly Schaus,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Anne Schleper,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Kelli Stack,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Lee Stecklein,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Ice Hockey,Ice Hockey,Jessie Vetter,USA,Women,Ice Hockey,Silver,United States
2014,Sochi,Luge,Luge,Erin Hamlin,USA,Women,Singles,Bronze,United States
2014,Sochi,Skating,Figure skating,Charlie White,USA,Men,Ice Dancing,Gold,United States
2014,Sochi,Skating,Figure skating,Jeremy Abbott,USA,Men,Team,Bronze,United States
2014,Sochi,Skating,Figure skating,Jason Brown,USA,Men,Team,Bronze,United States
2014,Sochi,Skating,Figure skating,Simon Shnapir,USA,Men,Team,Bronze,United States
2014,Sochi,Skating,Figure skating,Charlie White,USA,Men,Team,Bronze,United States
2014,Sochi,Skating,Figure skating,Meryl Davis,USA,Women,Ice Dancing,Gold,United States
2014,Sochi,Skating,Figure skating,Marissa Castelli,USA,Women,Team,Bronze,United States
2014,Sochi,Skating,Figure skating,Meryl Davis,USA,Women,Team,Bronze,United States
2014,Sochi,Skating,Figure skating,Gracie Gold,USA,Women,Team,Bronze,United States
2014,Sochi,Skating,Figure skating,Ashley Wagner,USA,Women,Team,Bronze,United States
2014,Sochi,Skating,Short Track Speed Skating,Eduardo Alvarez,USA,Men,5000M Relay,Silver,United States
2014,Sochi,Skating,Short Track Speed Skating,J.R. Celski,USA,Men,5000M Relay,Silver,United States
2014,Sochi,Skating,Short Track Speed Skating,Chris Creveling,USA,Men,5000M Relay,Silver,United States
2014,Sochi,Skating,Short Track Speed Skating,Jordan Malone,USA,Men,5000M Relay,Silver,United States
2014,Sochi,Skiing,Alpine Skiing,Ted Ligety,USA,Men,Giant Slalom,Gold,United States
2014,Sochi,Skiing,Alpine Skiing,Bode Miller,USA,Men,Super-G,Bronze,United States
2014,Sochi,Skiing,Alpine Skiing,Andrew Weibrecht,USA,Men,Super-G,Silver,United States
2014,Sochi,Skiing,Alpine Skiing,Mikaela Shiffrin,USA,Women,Slalom,Gold,United States
2014,Sochi,Skiing,Alpine Skiing,Julia Mancuso,USA,Women,Super Combined,Bronze,United States
2014,Sochi,Skiing,Freestyle Skiing,David Wise,USA,Men,Ski Halfpipe,Gold,United States
2014,Sochi,Skiing,Freestyle Skiing,Joss Christensen,USA,Men,Ski Slopestyle,Gold,United States
2014,Sochi,Skiing,Freestyle Skiing,Nicholas Goepper,USA,Men,Ski Slopestyle,Bronze,United States
2014,Sochi,Skiing,Freestyle Skiing,Gus Kenworthy,USA,Men,Ski Slopestyle,Silver,United States
2014,Sochi,Skiing,Freestyle Skiing,Hannah Kearney,USA,Women,Moguls,Bronze,United States
2014,Sochi,Skiing,Freestyle Skiing,Maddie Bowman,USA,Women,Ski Halfpipe,Gold,United States
2014,Sochi,Skiing,Freestyle Skiing,Devin Logan,USA,Women,Ski Slopestyle,Silver,United States
2014,Sochi,Skiing,Snowboard,Sage Kotsenburg,USA,Men,Slopestyle,Gold,United States
2014,Sochi,Skiing,Snowboard,Alex Deibold,USA,Men,Snowboard Cross,Bronze,United States
2014,Sochi,Skiing,Snowboard,Kelly Clark,USA,Women,Half-Pipe,Bronze,United States
2014,Sochi,Skiing,Snowboard,Kaitlyn Farrington,USA,Women,Half-Pipe,Gold,United States
2014,Sochi,Skiing,Snowboard,Jamie Anderson,USA,Women,Slopestyle,Gold,United States
1924,Chamonix,Skating,Figure skating,Willy Böckl,AUT,Men,Individual,Silver,Austria
1924,Chamonix,Skating,Figure skating,Herma Szabo-Plank,AUT,Women,Individual,Gold,Austria
1924,Chamonix,Skating,Figure skating,Alfred Berger,AUT,Men,Pairs,Gold,Austria
1924,Chamonix,Skating,Figure skating,Helene Engelmann,AUT,Women,Pairs,Gold,Austria
1928,St.Moritz,Skating,Figure skating,Willy Böckl,AUT,Men,Individual,Silver,Austria
1928,St.Moritz,Skating,Figure skating,Fritzi Burger,AUT,Women,Individual,Silver,Austria
1928,St.Moritz,Skating,Figure skating,Melitta Brunner,AUT,Women,Pairs,Bronze,Austria
1928,St.Moritz,Skating,Figure skating,Ludwig Wrede,AUT,Men,Pairs,Bronze,Austria
1928,St.Moritz,Skating,Figure skating,Otto Kaiser,AUT,Men,Pairs,Silver,Austria
1928,St.Moritz,Skating,Figure skating,Lilly Scholz,AUT,Women,Pairs,Silver,Austria
1932,Lake Placid,Skating,Figure skating,Karl Schäfer,AUT,Men,Individual,Gold,Austria
1932,Lake Placid,Skating,Figure skating,Fritzi Burger,AUT,Women,Individual,Silver,Austria
1936,Garmisch Partenkirchen,Skating,Figure skating,Felix Kaspar,AUT,Men,Individual,Bronze,Austria
1936,Garmisch Partenkirchen,Skating,Figure skating,Karl Schäfer,AUT,Men,Individual,Gold,Austria
1936,Garmisch Partenkirchen,Skating,Figure skating,Erik Pausin,AUT,Men,Pairs,Silver,Austria
1936,Garmisch Partenkirchen,Skating,Figure skating,Ilse Pausin,AUT,Women,Pairs,Silver,Austria
1936,Garmisch Partenkirchen,Skating,Speed skating,Max Stiepl,AUT,Men,10000M,Bronze,Austria
1948,St.Moritz,Skating,Figure skating,Edi Rada,AUT,Men,Individual,Bronze,Austria
1948,St.Moritz,Skating,Figure skating,Eva Pawlik,AUT,Women,Individual,Silver,Austria
1948,St.Moritz,Skiing,Alpine Skiing,Erika Mahringer,AUT,Women,Alpine Combined,Bronze,Austria
1948,St.Moritz,Skiing,Alpine Skiing,Trude Beiser-Jochum,AUT,Women,Alpine Combined,Gold,Austria
1948,St.Moritz,Skiing,Alpine Skiing,Franz Gabl,AUT,Men,Downhill,Silver,Austria
1948,St.Moritz,Skiing,Alpine Skiing,Resi Hammerer,AUT,Women,Downhill,Bronze,Austria
1948,St.Moritz,Skiing,Alpine Skiing,Trude Beiser-Jochum,AUT,Women,Downhill,Silver,Austria
1948,St.Moritz,Skiing,Alpine Skiing,Erika Mahringer,AUT,Women,Slalom,Bronze,Austria
1952,Oslo,Skating,Figure skating,Hellmut Seibt,AUT,Men,Individual,Silver,Austria
1952,Oslo,Skiing,Alpine Skiing,Christian Pravda,AUT,Men,Downhill,Bronze,Austria
1952,Oslo,Skiing,Alpine Skiing,Othmar Schneider,AUT,Men,Downhill,Silver,Austria
1952,Oslo,Skiing,Alpine Skiing,Trude Beiser-Jochum,AUT,Women,Downhill,Gold,Austria
1952,Oslo,Skiing,Alpine Skiing,Toni Spiess,AUT,Men,Giant Slalom,Bronze,Austria
1952,Oslo,Skiing,Alpine Skiing,Christian Pravda,AUT,Men,Giant Slalom,Silver,Austria
1952,Oslo,Skiing,Alpine Skiing,Dagmar Rom,AUT,Women,Giant Slalom,Silver,Austria
1952,Oslo,Skiing,Alpine Skiing,Othmar Schneider,AUT,Men,Slalom,Gold,Austria
1956,Cortina d'Ampezzo,Skating,Figure skating,Ingrid Wendl,AUT,Women,Individual,Bronze,Austria
1956,Cortina d'Ampezzo,Skating,Figure skating,Kurt Oppelt,AUT,Men,Pairs,Gold,Austria
1956,Cortina d'Ampezzo,Skating,Figure skating,Elisabeth Schwarz,AUT,Women,Pairs,Gold,Austria
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,Andreas Molterer,AUT,Men,Downhill,Bronze,Austria
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,Anton Sailer,AUT,Men,Downhill,Gold,Austria
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,Walter Schuster,AUT,Men,Giant Slalom,Bronze,Austria
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,Anton Sailer,AUT,Men,Giant Slalom,Gold,Austria
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,Andreas Molterer,AUT,Men,Giant Slalom,Silver,Austria
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,Dorothea Hochleitner,AUT,Women,Giant Slalom,Bronze,Austria
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,Josefine Frandl,AUT,Women,Giant Slalom,Silver,Austria
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,Anton Sailer,AUT,Men,Slalom,Gold,Austria
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,Regina Schöpf,AUT,Women,Slalom,Silver,Austria
1960,Squaw Valley,Skiing,Alpine Skiing,Traudl Hecher,AUT,Women,Downhill,Bronze,Austria
1960,Squaw Valley,Skiing,Alpine Skiing,Ernst Hinterseer,AUT,Men,Giant Slalom,Bronze,Austria
1960,Squaw Valley,Skiing,Alpine Skiing,Josef Stiegler,AUT,Men,Giant Slalom,Silver,Austria
1960,Squaw Valley,Skiing,Alpine Skiing,Ernst Hinterseer,AUT,Men,Slalom,Gold,Austria
1960,Squaw Valley,Skiing,Alpine Skiing,Matthias Leitner,AUT,Men,Slalom,Silver,Austria
1960,Squaw Valley,Skiing,Ski Jumping,Otto Leodolter,AUT,Men,K90 Individual (70M),Bronze,Austria
1964,Innsbruck,Bobsleigh,Bobsleigh,Reinhold Durnthaler,AUT,Men,Four-Man,Silver,Austria
1964,Innsbruck,Bobsleigh,Bobsleigh,Adolf Koxeder,AUT,Men,Four-Man,Silver,Austria
1964,Innsbruck,Bobsleigh,Bobsleigh,Josef Nairz,AUT,Men,Four-Man,Silver,Austria
1964,Innsbruck,Bobsleigh,Bobsleigh,Erwin Thaler,AUT,Men,Four-Man,Silver,Austria
1964,Innsbruck,Luge,Luge,Josef Feistmantl,AUT,Men,Doubles,Gold,Austria
1964,Innsbruck,Luge,Luge,Manfred Stengl,AUT,Men,Doubles,Gold,Austria
1964,Innsbruck,Luge,Luge,Reinhold Senn,AUT,Men,Doubles,Silver,Austria
1964,Innsbruck,Luge,Luge,Helmut Thaler,AUT,Men,Doubles,Silver,Austria
1964,Innsbruck,Luge,Luge,Helene Thurner,AUT,Women,Singles,Bronze,Austria
1964,Innsbruck,Skating,Figure skating,Regine Heitzer,AUT,Women,Individual,Silver,Austria
1964,Innsbruck,Skiing,Alpine Skiing,Egon Zimmermann,AUT,Men,Downhill,Gold,Austria
1964,Innsbruck,Skiing,Alpine Skiing,Traudl Hecher,AUT,Women,Downhill,Bronze,Austria
1964,Innsbruck,Skiing,Alpine Skiing,Christl Haas,AUT,Women,Downhill,Gold,Austria
1964,Innsbruck,Skiing,Alpine Skiing,Edith Zimmermann,AUT,Women,Downhill,Silver,Austria
1964,Innsbruck,Skiing,Alpine Skiing,Josef Stiegler,AUT,Men,Giant Slalom,Bronze,Austria
1964,Innsbruck,Skiing,Alpine Skiing,Karl Schranz,AUT,Men,Giant Slalom,Silver,Austria
1964,Innsbruck,Skiing,Alpine Skiing,Josef Stiegler,AUT,Men,Slalom,Gold,Austria
1968,Grenoble,Bobsleigh,Bobsleigh,Reinhold Durnthaler,AUT,Men,Four-Man,Silver,Austria
1968,Grenoble,Bobsleigh,Bobsleigh,Josef Eder,AUT,Men,Four-Man,Silver,Austria
1968,Grenoble,Bobsleigh,Bobsleigh,Herbert Gruber,AUT,Men,Four-Man,Silver,Austria
1968,Grenoble,Bobsleigh,Bobsleigh,Erwin Thaler,AUT,Men,Four-Man,Silver,Austria
1968,Grenoble,Luge,Luge,Manfred Schmid,AUT,Men,Doubles,Silver,Austria
1968,Grenoble,Luge,Luge,Ewald Walch,AUT,Men,Doubles,Silver,Austria
1968,Grenoble,Luge,Luge,Manfred Schmid,AUT,Men,Singles,Gold,Austria
1968,Grenoble,Skating,Figure skating,Wolfgang Schwarz,AUT,Men,Individual,Gold,Austria
1968,Grenoble,Skiing,Alpine Skiing,Christl Haas,AUT,Women,Downhill,Bronze,Austria
1968,Grenoble,Skiing,Alpine Skiing,Olga Pall,AUT,Women,Downhill,Gold,Austria
1968,Grenoble,Skiing,Alpine Skiing,Heinrich Messner,AUT,Men,Giant Slalom,Bronze,Austria
1968,Grenoble,Skiing,Alpine Skiing,Alfred Matt,AUT,Men,Slalom,Bronze,Austria
1968,Grenoble,Skiing,Alpine Skiing,Herbert Huber,AUT,Men,Slalom,Silver,Austria
1968,Grenoble,Skiing,Ski Jumping,Baldur Preiml,AUT,Men,K90 Individual (70M),Bronze,Austria
1968,Grenoble,Skiing,Ski Jumping,Reinhold Bachler,AUT,Men,K90 Individual (70M),Silver,Austria
1972,Sapporo,Skating,Figure skating,Beatrix Schuba,AUT,Women,Individual,Gold,Austria
1972,Sapporo,Skiing,Alpine Skiing,Heinrich Messner,AUT,Men,Downhill,Bronze,Austria
1972,Sapporo,Skiing,Alpine Skiing,Annemarie Moser-Proll,AUT,Women,Downhill,Silver,Austria
1972,Sapporo,Skiing,Alpine Skiing,Wiltrud Drexel,AUT,Women,Giant Slalom,Bronze,Austria
1972,Sapporo,Skiing,Alpine Skiing,Annemarie Moser-Proll,AUT,Women,Giant Slalom,Silver,Austria
1976,Innsbruck,Luge,Luge,Franz Schachner,AUT,Men,Doubles,Bronze,Austria
1976,Innsbruck,Luge,Luge,Rudolf Schmid,AUT,Men,Doubles,Bronze,Austria
1976,Innsbruck,Skiing,Alpine Skiing,Franz Klammer,AUT,Men,Downhill,Gold,Austria
1976,Innsbruck,Skiing,Alpine Skiing,Brigitte Totschnigg,AUT,Women,Downhill,Silver,Austria
1976,Innsbruck,Skiing,Ski Jumping,Karl Schnabl,AUT,Men,K120 Individual (90M),Gold,Austria
1976,Innsbruck,Skiing,Ski Jumping,Anton Innauer,AUT,Men,K120 Individual (90M),Silver,Austria
1976,Innsbruck,Skiing,Ski Jumping,Karl Schnabl,AUT,Men,K90 Individual (70M),Bronze,Austria
1980,Lake Placid,Luge,Luge,Georg Fluckinger,AUT,Men,Doubles,Bronze,Austria
1980,Lake Placid,Luge,Luge,Karl Schrott,AUT,Men,Doubles,Bronze,Austria
1980,Lake Placid,Skiing,Alpine Skiing,Leonhard Stock,AUT,Men,Downhill,Gold,Austria
1980,Lake Placid,Skiing,Alpine Skiing,Peter Wirnsberger,AUT,Men,Downhill,Silver,Austria
1980,Lake Placid,Skiing,Alpine Skiing,Annemarie Moser-Proll,AUT,Women,Downhill,Gold,Austria
1980,Lake Placid,Skiing,Alpine Skiing,Hans Enn,AUT,Men,Giant Slalom,Bronze,Austria
1980,Lake Placid,Skiing,Ski Jumping,Hubert Neuper,AUT,Men,K120 Individual (90M),Silver,Austria
1980,Lake Placid,Skiing,Ski Jumping,Anton Innauer,AUT,Men,K90 Individual (70M),Gold,Austria
1984,Sarajevo,Skiing,Alpine Skiing,Anton Steiner,AUT,Men,Downhill,Bronze,Austria
1988,Calgary,Skating,Speed skating,Michael Hadschieff,AUT,Men,10000M,Silver,Austria
1988,Calgary,Skating,Speed skating,Michael Hadschieff,AUT,Men,1500M,Bronze,Austria
1988,Calgary,Skiing,Alpine Skiing,Hubert Strolz,AUT,Men,Alpine Combined,Gold,Austria
1988,Calgary,Skiing,Alpine Skiing,Bernhard Gstrein,AUT,Men,Alpine Combined,Silver,Austria
1988,Calgary,Skiing,Alpine Skiing,Anita Wachter,AUT,Women,Alpine Combined,Gold,Austria
1988,Calgary,Skiing,Alpine Skiing,Hubert Strolz,AUT,Men,Giant Slalom,Silver,Austria
1988,Calgary,Skiing,Alpine Skiing,Helmut Mayer,AUT,Men,Super-G,Silver,Austria
1988,Calgary,Skiing,Alpine Skiing,Sigrid Wolf,AUT,Women,Super-G,Gold,Austria
1988,Calgary,Skiing,Nordic Combined,Klaus Sulzenbacher,AUT,Men,Individual,Silver,Austria
1988,Calgary,Skiing,Nordic Combined,Hansjörg Aschenwald,AUT,Men,Team,Bronze,Austria
1988,Calgary,Skiing,Nordic Combined,Günther Csar,AUT,Men,Team,Bronze,Austria
1988,Calgary,Skiing,Nordic Combined,Klaus Sulzenbacher,AUT,Men,Team,Bronze,Austria
1992,Albertville,Bobsleigh,Bobsleigh,Ingo Appelt,AUT,Men,Four-Man,Gold,Austria
1992,Albertville,Bobsleigh,Bobsleigh,Gerhard Haidacher,AUT,Men,Four-Man,Gold,Austria
1992,Albertville,Bobsleigh,Bobsleigh,Thomas Schroll,AUT,Men,Four-Man,Gold,Austria
1992,Albertville,Bobsleigh,Bobsleigh,Harald Winkler,AUT,Men,Four-Man,Gold,Austria
1992,Albertville,Luge,Luge,Markus Schmidt,AUT,Men,Singles,Bronze,Austria
1992,Albertville,Luge,Luge,Markus Prock,AUT,Men,Singles,Silver,Austria
1992,Albertville,Luge,Luge,Doris Neuner,AUT,Women,Singles,Gold,Austria
1992,Albertville,Luge,Luge,Angelika Neuner,AUT,Women,Singles,Silver,Austria
1992,Albertville,Skating,Speed skating,Emese Hunyady,AUT,Women,3000M,Bronze,Austria
1992,Albertville,Skiing,Alpine Skiing,Petra Kronberger,AUT,Women,Alpine Combined,Gold,Austria
1992,Albertville,Skiing,Alpine Skiing,Anita Wachter,AUT,Women,Alpine Combined,Silver,Austria
1992,Albertville,Skiing,Alpine Skiing,Günther Mader,AUT,Men,Downhill,Bronze,Austria
1992,Albertville,Skiing,Alpine Skiing,Patrick Ortlieb,AUT,Men,Downhill,Gold,Austria
1992,Albertville,Skiing,Alpine Skiing,Veronika Stallmaier,AUT,Women,Downhill,Bronze,Austria
1992,Albertville,Skiing,Alpine Skiing,Anita Wachter,AUT,Women,Giant Slalom,Silver,Austria
1992,Albertville,Skiing,Alpine Skiing,Michael Tritscher,AUT,Men,Slalom,Bronze,Austria
1992,Albertville,Skiing,Alpine Skiing,Petra Kronberger,AUT,Women,Slalom,Gold,Austria
1992,Albertville,Skiing,Nordic Combined,Klaus Sulzenbacher,AUT,Men,Individual,Bronze,Austria
1992,Albertville,Skiing,Nordic Combined,Stefan Kreiner,AUT,Men,Team,Bronze,Austria
1992,Albertville,Skiing,Nordic Combined,Klaus Ofner,AUT,Men,Team,Bronze,Austria
1992,Albertville,Skiing,Nordic Combined,Klaus Sulzenbacher,AUT,Men,Team,Bronze,Austria
1992,Albertville,Skiing,Ski Jumping,Heinz Kuttin,AUT,Men,K120 Individual (90M),Bronze,Austria
1992,Albertville,Skiing,Ski Jumping,Martin Hoellwarth,AUT,Men,K120 Individual (90M),Silver,Austria
1992,Albertville,Skiing,Ski Jumping,Andreas Felder,AUT,Men,K120 Team (90M),Silver,Austria
1992,Albertville,Skiing,Ski Jumping,Martin Hoellwarth,AUT,Men,K120 Team (90M),Silver,Austria
1992,Albertville,Skiing,Ski Jumping,Heinz Kuttin,AUT,Men,K120 Team (90M),Silver,Austria
1992,Albertville,Skiing,Ski Jumping,Ernst Vettori,AUT,Men,K120 Team (90M),Silver,Austria
1992,Albertville,Skiing,Ski Jumping,Ernst Vettori,AUT,Men,K90 Individual (70M),Gold,Austria
1992,Albertville,Skiing,Ski Jumping,Martin Hoellwarth,AUT,Men,K90 Individual (70M),Silver,Austria
1994,Lillehammer,Luge,Luge,Markus Prock,AUT,Men,Singles,Silver,Austria
1994,Lillehammer,Luge,Luge,Andrea Tagwerker,AUT,Women,Singles,Bronze,Austria
1994,Lillehammer,Skating,Speed skating,Emese Hunyady,AUT,Women,1500M,Gold,Austria
1994,Lillehammer,Skating,Speed skating,Emese Hunyady,AUT,Women,3000M,Silver,Austria
1994,Lillehammer,Skiing,Alpine Skiing,Christian Mayer,AUT,Men,Giant Slalom,Bronze,Austria
1994,Lillehammer,Skiing,Alpine Skiing,Thomas Stangassinger,AUT,Men,Slalom,Gold,Austria
1994,Lillehammer,Skiing,Alpine Skiing,Elfriede Eder,AUT,Women,Slalom,Silver,Austria
1994,Lillehammer,Skiing,Ski Jumping,Andreas Goldberger,AUT,Men,K120 Individual (90M),Bronze,Austria
1994,Lillehammer,Skiing,Ski Jumping,Andreas Goldberger,AUT,Men,K120 Team (90M),Bronze,Austria
1994,Lillehammer,Skiing,Ski Jumping,Stefan Horngacher,AUT,Men,K120 Team (90M),Bronze,Austria
1994,Lillehammer,Skiing,Ski Jumping,Heinz Kuttin,AUT,Men,K120 Team (90M),Bronze,Austria
1994,Lillehammer,Skiing,Ski Jumping,Christian Moser,AUT,Men,K120 Team (90M),Bronze,Austria
1998,Nagano,Luge,Luge,Angelika Neuner,AUT,Women,Singles,Bronze,Austria
1998,Nagano,Skiing,Alpine Skiing,Christian Mayer,AUT,Men,Alpine Combined,Bronze,Austria
1998,Nagano,Skiing,Alpine Skiing,Mario Reiter,AUT,Men,Alpine Combined,Gold,Austria
1998,Nagano,Skiing,Alpine Skiing,Hannes Trinkl,AUT,Men,Downhill,Bronze,Austria
1998,Nagano,Skiing,Alpine Skiing,Hermann Maier,AUT,Men,Giant Slalom,Gold,Austria
1998,Nagano,Skiing,Alpine Skiing,Stephan Eberharter,AUT,Men,Giant Slalom,Silver,Austria
1998,Nagano,Skiing,Alpine Skiing,Alexandra Meissnitzer,AUT,Women,Giant Slalom,Silver,Austria
1998,Nagano,Skiing,Alpine Skiing,Thomas Sykora,AUT,Men,Slalom,Bronze,Austria
1998,Nagano,Skiing,Alpine Skiing,Hermann Maier,AUT,Men,Super-G,Gold,Austria
1998,Nagano,Skiing,Alpine Skiing,Hans Knauss,AUT,Men,Super-G,Silver,Austria
1998,Nagano,Skiing,Alpine Skiing,Alexandra Meissnitzer,AUT,Women,Super-G,Bronze,Austria
1998,Nagano,Skiing,Alpine Skiing,Michaela Dorfmeister,AUT,Women,Super-G,Silver,Austria
1998,Nagano,Skiing,Cross Country Skiing,Markus Gandler,AUT,Men,10KM Pursuit,Silver,Austria
1998,Nagano,Skiing,Cross Country Skiing,Christian Hoffmann,AUT,Men,50KM,Bronze,Austria
1998,Nagano,Skiing,Ski Jumping,Martin Hoellwarth,AUT,Men,K120 Team (90M),Bronze,Austria
1998,Nagano,Skiing,Ski Jumping,Stefan Horngacher,AUT,Men,K120 Team (90M),Bronze,Austria
1998,Nagano,Skiing,Ski Jumping,Reinhard Schwarzenberger,AUT,Men,K120 Team (90M),Bronze,Austria
1998,Nagano,Skiing,Ski Jumping,Andreas Widhoelzl,AUT,Men,K120 Team (90M),Bronze,Austria
1998,Nagano,Skiing,Ski Jumping,Andreas Widhoelzl,AUT,Men,K90 Individual (70M),Bronze,Austria
1998,Nagano,Skiing,Snowboard,Brigitte Koeck,AUT,Women,Giant-Slalom,Bronze,Austria
2002,Salt Lake City,Biathlon,Biathlon,Wolfgang Perner,AUT,Men,10KM,Bronze,Austria
2002,Salt Lake City,Bobsleigh,Skeleton,Martin Rettl,AUT,Men,Individual,Silver,Austria
2002,Salt Lake City,Luge,Luge,Markus Prock,AUT,Men,Singles,Bronze,Austria
2002,Salt Lake City,Skiing,Alpine Skiing,Benjamin Raich,AUT,Men,Alpine Combined,Bronze,Austria
2002,Salt Lake City,Skiing,Alpine Skiing,Renate Goetschl,AUT,Women,Alpine Combined,Silver,Austria
2002,Salt Lake City,Skiing,Alpine Skiing,Stephan Eberharter,AUT,Men,Downhill,Bronze,Austria
2002,Salt Lake City,Skiing,Alpine Skiing,Fritz Strobl,AUT,Men,Downhill,Gold,Austria
2002,Salt Lake City,Skiing,Alpine Skiing,Renate Goetschl,AUT,Women,Downhill,Bronze,Austria
2002,Salt Lake City,Skiing,Alpine Skiing,Stephan Eberharter,AUT,Men,Giant Slalom,Gold,Austria
2002,Salt Lake City,Skiing,Alpine Skiing,Benjamin Raich,AUT,Men,Slalom,Bronze,Austria
2002,Salt Lake City,Skiing,Alpine Skiing,Andreas Schifferer,AUT,Men,Super-G,Bronze,Austria
2002,Salt Lake City,Skiing,Alpine Skiing,Stephan Eberharter,AUT,Men,Super-G,Silver,Austria
2002,Salt Lake City,Skiing,Cross Country Skiing,Christian Hoffmann,AUT,Men,30KM Mass Start,Gold,Austria
2002,Salt Lake City,Skiing,Cross Country Skiing,Mikhail Botvinov,AUT,Men,30KM Mass Start,Silver,Austria
2002,Salt Lake City,Skiing,Nordic Combined,Felix Gottwald,AUT,Men,Individual,Bronze,Austria
2002,Salt Lake City,Skiing,Nordic Combined,Felix Gottwald,AUT,Men,Sprint,Bronze,Austria
2002,Salt Lake City,Skiing,Nordic Combined,Christoph Bieler,AUT,Men,Team,Bronze,Austria
2002,Salt Lake City,Skiing,Nordic Combined,Felix Gottwald,AUT,Men,Team,Bronze,Austria
